building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id,internal_temp_sensor,external_temp_sensor,,,,,,,,,,,,,,,
biotech lab_253 floor_2 hood_1,biotech,253,2,1,DEV:48446,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_253_control/hoodvalve_flow,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_253_control/hood_sash,AI:4
biotech lab_253B floor_2 hood_1,biotech,253B,2,1,DEV:48447,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_253b_control/hoodvalve_flow,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_253b_control/hood_sash,AI:4
biotech lab_257 floor_2 hood_1,biotech,257,2,1,DEV:48448,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_257_control/hoodvalve_flow,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_257_control/hood_sash,AI:4
biotech lab_257B floor_2 hood_1,biotech,257B,2,1,DEV:48449,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_257b_control/hoodvalve_flow,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_257b_control/hood_sash,AI:4
biotech lab_260 floor_2 hood_1,biotech,260,2,1,DEV:48450,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_260_control/hoodvalve_flow,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_260_control/hood_sash,AI:4
biotech lab_260B floor_2 hood_1,biotech,260B,2,1,DEV:48451,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_260b_control/hoodvalve_flow,#biotech/biotech_2nd_floor/second_floor_fume_hood_lab_spaces/lab_260b_control/hood_sash,AI:4
biotech lab_267B floor_2 hood_1,biotech,267B,2,1,DEV:48553,#biotech_lab_267b_hvac/fh-1_flow_fbk,#biotech_lab_267b_hvac/fh-1_sash_pos,AI:4
biotech lab_303 floor_3 hood_1,biotech,303,3,1,DEV:49143,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_303_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_303_control/hood_sash,AI:4
biotech lab_303B floor_3 hood_1,biotech,303B,3,1,DEV:49144,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_303b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_303b_control/hood_sash,AI:4
biotech lab_309 floor_3 hood_1,biotech,309,3,1,DEV:49102,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_309_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_309_control/hood_sash,AI:4
biotech lab_309B floor_3 hood_1,biotech,309B,3,1,DEV:49103,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_309b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_309b_control/hood_sash,AI:4
biotech lab_317 floor_3 hood_1,biotech,317,3,1,DEV:489118,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_317_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_317_control/hood_sash,AI:4
biotech lab_317B floor_3 hood_1,biotech,317B,3,1,DEV:48919,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_317b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_317b_control/hood_sash,AI:4
biotech lab_318 floor_3 hood_1,biotech,318,3,1,DEV:48917,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_318_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_318_control/hood_sash,AI:4
biotech lab_321 floor_3 hood_1,biotech,321,3,1,DEV:48924,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321_control/hood_sash,AI:4
biotech lab_321B floor_3 hood_1,biotech,321B,3,1,DEV:48925,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_321b_control/hood_sash,AI:4
biotech lab_327 floor_3 hood_1,biotech,327,3,1,DEV:48920,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327_control/hood_sash,AI:4
biotech lab_327B floor_3 hood_1,biotech,327B,3,1,DEV:48921,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/hood_sash,AI:4
biotech lab_333 floor_3 hood_1,biotech,333,3,1,DEV:48922,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/hood_sash,AI:4
biotech lab_333B floor_3 hood_1,biotech,333B,3,1,DEV:48923,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/hood_sash,AI:4
biotech lab_341 floor_3 hood_1,biotech,341,3,1,DEV:49005,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/hood_sash,AI:4
biotech lab_341B floor_3 hood_1,biotech,341B,3,1,DEV:49006,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/hood_sash,AI:4
biotech lab_353 floor_3 hood_1,biotech,353,3,1,DEV:47607,#biotech_353_east_hvac/fh-1_flow_fbk,#biotech_353_east_hvac/fh-1_sash_pos,AI:17
biotech lab_360 floor_3 hood_1,biotech,360,3,1,DEV:49013,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/hood_sash,AI:4
biotech lab_360B floor_3 hood_1,biotech,360B,3,1,DEV:49014,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/hood_sash,AI:4
biotech lab_367 floor_3 hood_1,biotech,367,3,1,DEV:49115,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/hood_sash,AI:4
biotech lab_367B floor_3 hood_1,biotech,367B,3,1,DEV:49116,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/hood_sash,AI:4
biotech lab_403 floor_4 hood_1,biotech,403,4,1,DEV:49435,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/hood_sash,AI:4
biotech lab_403B floor_4 hood_1,biotech,403B,4,1,DEV:49436,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/hood_sash,AI:4
biotech lab_409 floor_4 hood_1,biotech,409,4,1,DEV:49437,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/hood_sash,AI:4
biotech lab_409B floor_4 hood_1,biotech,409B,4,1,DEV:49438,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/hood_sash,AI:4
biotech lab_417 floor_4 hood_1,biotech,417,4,1,DEV:49239,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/hood_sash,AI:4
biotech lab_417B floor_4 hood_1,biotech,417B,4,1,DEV:49240,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/hood_sash,AI:4
biotech lab_418 floor_4 hood_1,biotech,418,4,1,DEV:49241,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/hood_sash,AI:4
biotech lab_421 floor_4 hood_1,biotech,421,4,1,DEV:49242,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/hood_sash,AI:4
biotech lab_421B floor_4 hood_1,biotech,421B,4,1,DEV:49243,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/hood_sash,AI:4
biotech lab_427B floor_4 hood_1,biotech,427B,4,1,DEV:49221,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/hood_sash,AI:4
biotech lab_433 floor_4 hood_1,biotech,433,4,1,DEV:49222,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/hood_sash,AI:4
biotech lab_433B floor_4 hood_1,biotech,433B,4,1,DEV:49223,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/hood_sash,AI:4
biotech lab_441 floor_4 hood_1,biotech,441,4,1,DEV:49310,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/hood_sash,AI:4
biotech lab_441B floor_4 hood_1,biotech,441B,4,1,DEV:49311,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/hood_sash,AI:4
biotech lab_453 floor_4 hood_1,biotech,453,4,1,DEV:49314,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/hood_sash,AI:4
biotech lab_453B floor_4 hood_1,biotech,453B,4,1,DEV:49315,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/hood_sash,AI:4
biotech lab_457 floor_4 hood_1,biotech,457,4,1,DEV:49316,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/hood_sash,AI:4
biotech lab_457B floor_4 hood_1,biotech,457B,4,1,DEV:49317,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/hood_sash,AI:4
biotech lab_460B floor_4 hood_1,biotech,460B,4,1,DEV:49319,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460b_control/fh-1_flow_fbk,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460b_control/fh-1_sash_pos,AI:4
biotech lab_467B floor_4 hood_1,biotech,467B,4,1,DEV:49425,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467b_control/fh-1_flow_fbk,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467b_control/fh-1_sash_pos,AI:4
biotech lab_G54 floor_G hood_1,biotech,G54,G,1,DEV:1018354,#biotech/biotech_ground_floor/ground_floor_fume_hood_lab_spaces/lab_g54_control/hoodvalve_flow,#biotech/biotech_ground_floor/ground_floor_fume_hood_lab_spaces/lab_g54_control/hood_sash,AI:4
